,country,year,gdp_per_capita,water_stress,total_population_with_access_to_safe_drinking_water
20,Tunisia,2021,3234.5597711068967,99.4894198823288,97.70307648163693
21,Tunisia,2022,3151.149123162933,100.99741105249042,97.70614404179825
22,Tunisia,2023,3067.738475218969,102.50540222265205,97.7092116019596
23,Tunisia,2024,2984.327827275006,104.01339339281367,97.71227916212092
24,Tunisia,2025,2900.917179331042,105.5213845629753,97.71534672228226
20,Slovakia,2021,19896.80134429736,2.3708480511537857,100.00000117334295
21,Slovakia,2022,20526.64929071186,2.353572178047234,99.99999479792882
22,Slovakia,2023,21156.497237126354,2.336296304940683,99.99998842251469
23,Slovakia,2024,21786.345183540852,2.319020431834131,99.99998204710056
24,Slovakia,2025,22416.19312995535,2.3017445587275795,99.99997567168643
20,Armenia,2021,4363.065675516243,57.21202341362494,100.00070235293164
21,Armenia,2022,4457.965236125404,57.33306436582494,100.0013924934601
22,Armenia,2023,4552.864796734566,57.454105318024936,100.00208263398858
23,Armenia,2024,4647.764357343727,57.575146270224934,100.00277277451704
24,Armenia,2025,4742.663917952888,57.69618722242493,100.0034629150455
20,Somalia,2021,111.25453816329102,24.527740592756693,31.700077779237454
21,Somalia,2022,104.6502054177148,24.527740593324317,31.700155558472016
22,Somalia,2023,98.04587267213859,24.527740593891945,31.700233337706575
23,Somalia,2024,91.44153992656237,24.527740594459573,31.700311116941137
24,Somalia,2025,84.83720718098616,24.527740595027197,31.700388896175696
20,Turkmenistan,2021,7514.205531842987,135.26044372797986,60.39997881720148
21,Turkmenistan,2022,7921.411181228619,132.6775311207642,60.39996361312313
22,Turkmenistan,2023,8328.616830614252,130.0946185135485,60.39994840904478
23,Turkmenistan,2024,8735.822479999886,127.51170590633284,60.39993320496643
24,Turkmenistan,2025,9143.028129385519,124.92879329911716,60.399918000888086
20,Albania,2021,5321.180546284041,5.548390170109987,95.10019161061248
21,Albania,2022,5459.9283677745825,5.380815458348188,95.10035767070644
22,Albania,2023,5598.676189265123,5.213240746586388,95.10052373080039
23,Albania,2024,5737.424010755664,5.045666034824589,95.10068979089434
24,Albania,2025,5876.171832246206,4.87809132306279,95.1008558509883
20,Sierra Leone,2021,422.3571884264859,0.4957944651989592,62.603442708258896
21,Sierra Leone,2022,369.7858119475493,0.4957945370933276,62.60667343597308
22,Sierra Leone,2023,317.2144354686127,0.49579460898769606,62.60990416368726
23,Sierra Leone,2024,264.64305898967604,0.49579468088206446,62.613134891401444
24,Sierra Leone,2025,212.07168251073944,0.4957947527764329,62.616365619115626
20,Spain,2021,27231.95967278841,41.374563813125896,100.00001003319461
21,Spain,2022,27041.647600186396,40.966929184626295,100.00002001621823
22,Spain,2023,26851.335527584386,40.5592945561267,100.00002999924186
23,Spain,2024,26661.023454982376,40.1516599276271,100.00003998226548
24,Spain,2025,26470.711382380363,39.74402529912751,100.0000499652891
20,Suriname,2021,7065.737686832832,3.950609183567908,94.80023090210447
21,Suriname,2022,7109.521746998219,3.9506090021358222,94.80043962067495
22,Suriname,2023,7153.305807163606,3.950608820703737,94.80064833924544
23,Suriname,2024,7197.089867328993,3.9506086392716515,94.80085705781592
24,Suriname,2025,7240.87392749438,3.950608457839566,94.80106577638641
20,Rwanda,2021,805.7596437263314,20.87281283684543,76.10855957363607
21,Rwanda,2022,806.4475730577416,21.54695016694543,76.11690194619007
22,Rwanda,2023,807.1355023891516,22.22108749704543,76.12524431874405
23,Rwanda,2024,807.8234317205616,22.89522482714543,76.13358669129805
24,Rwanda,2025,808.5113610519718,23.56936215724543,76.14192906385203
20,Thailand,2021,7396.244199214524,23.3169416471487,97.79912159793571
21,Thailand,2022,7599.292941022649,23.610688134448704,97.79847591780734
22,Thailand,2023,7802.341682830774,23.90443462174871,97.79783023767897
23,Thailand,2024,8005.390424638898,24.198181109048715,97.7971845575506
24,Thailand,2025,8208.439166447022,24.49192759634872,97.79653887742222
20,Trinidad and Tobago,2021,15688.04828531968,20.38646732481503,95.10000655997501
21,Trinidad and Tobago,2022,15802.39892603374,20.441947795878608,95.10001311994975
22,Trinidad and Tobago,2023,15916.749566747798,20.497428266942183,95.1000196799245
23,Trinidad and Tobago,2024,16031.100207461857,20.55290873800576,95.10002623989924
24,Trinidad and Tobago,2025,16145.450848175915,20.608389209069333,95.10003279987397
20,Sri Lanka,2021,3631.362420551984,90.78541315151621,95.60294013838225
21,Sri Lanka,2022,3453.0328861171974,90.78541255833244,95.60571628925616
22,Sri Lanka,2023,3274.7033516824113,90.78541196514867,95.60849244013009
23,Sri Lanka,2024,3096.373817247625,90.78541137196488,95.611268591004
24,Sri Lanka,2025,2918.044282812839,90.78541077878111,95.61404474187792
20,Senegal,2021,1500.2575212149363,17.407798557263785,78.50448909573082
21,Senegal,2022,1542.5243152149362,18.10288294450965,78.50897819127674
22,Senegal,2023,1584.7911092149361,18.797967331755515,78.51346728682266
23,Senegal,2024,1627.0579032149362,19.49305171900138,78.51795638236858
24,Senegal,2025,1669.3246972149364,20.188136106247246,78.5224454779145
20,Republic of Korea,2021,33179.043548667294,85.22184003977239,97.6000055445011
21,Republic of Korea,2022,34404.25742397762,85.221842275781,97.60001108900198
22,Republic of Korea,2023,35629.47129928796,85.22184451178963,97.60001663350288
23,Republic of Korea,2024,36854.685174598286,85.22184674779824,97.60002217800377
24,Republic of Korea,2025,38079.899049908614,85.22184898380685,97.60002772250465
20,Slovenia,2021,26672.725021381113,6.946478171949687,99.49998995977934
21,Slovenia,2022,27561.85574884191,7.1747928775109076,99.49997996976481
22,Slovenia,2023,28450.986476302707,7.403107583072127,99.49996997975026
23,Slovenia,2024,29340.1172037635,7.631422288633347,99.49995998973573
24,Slovenia,2025,30229.247931224294,7.8597369941945665,99.4999499997212
20,Algeria,2021,3404.4173107467486,141.1798066689762,83.59791108433825
21,Algeria,2022,3437.6620028260236,144.43925308083197,83.59595659517196
22,Algeria,2023,3470.9066949052985,147.69869949268778,83.59400210600566
23,Algeria,2024,3504.151386984573,150.95814590454358,83.59204761683937
24,Algeria,2025,3537.396079063848,154.21759231639936,83.59009312767307
20,Russian Federation,2021,10452.713135647115,4.100028698591966,96.89747385613167
21,Russian Federation,2022,10731.510981763093,4.103188357497884,96.8963684616331
22,Russian Federation,2023,11010.30882787907,4.1063480164038015,96.89526306713454
23,Russian Federation,2024,11289.106673995047,4.10950767530972,96.89415767263597
24,Russian Federation,2025,11567.904520111024,4.1126673342156375,96.8930522781374
20,Togo,2021,930.6409213368839,3.391634981,63.10002410242807
21,Togo,2022,963.7458354202474,3.391634981,63.09992071191792
22,Togo,2023,996.8507495036108,3.391634981,63.099817321407755
23,Togo,2024,1029.9556635869742,3.391634981,63.0997139308976
24,Togo,2025,1063.0605776703378,3.391634981,63.09961054038744
20,Timor-Leste,2021,1526.5620555502048,28.387175010135213,71.89959014473804
21,Timor-Leste,2022,1573.892101174266,28.50613969509007,71.89925541574266
22,Timor-Leste,2023,1621.222146798327,28.625104380044927,71.89892068674727
23,Timor-Leste,2024,1668.552192422388,28.744069064999785,71.89858595775189
24,Timor-Leste,2025,1715.8822380464492,28.863033749954642,71.8982512287565
20,Saudi Arabia,2021,20137.39574771786,982.9440336475651,97.00000005857747
21,Saudi Arabia,2022,20149.262990442792,991.5451335847054,97.00000011640664
22,Saudi Arabia,2023,20161.130233167725,1000.1462335218457,97.0000001742358
23,Saudi Arabia,2024,20172.99747589266,1008.7473334589861,97.00000023206495
24,Saudi Arabia,2025,20184.864718617588,1017.3484333961263,97.00000028989412
20,Angola,2021,1467.2362556011053,1.871883520406519,49.00039119764463
21,Angola,2022,1035.5520238628112,1.871883749153069,49.00084613022777
22,Angola,2023,603.8677921245171,1.8718839778996192,49.00130106281091
23,Angola,2024,172.18356038622278,1.8718842066461692,49.00175599539405
24,Angola,2025,-259.50067135207155,1.8718844353927193,49.00221092797719
20,Republic of Moldova,2021,3049.4416787651867,12.532033681858145,88.39931508038094
21,Republic of Moldova,2022,3144.908253416224,12.522043887355858,88.39885726324019
22,Republic of Moldova,2023,3240.374828067261,12.512054092853571,88.39839944609945
23,Republic of Moldova,2024,3335.841402718298,12.502064298351284,88.39794162895869
24,Republic of Moldova,2025,3431.3079773693353,12.492074503848997,88.39748381181793
20,Tajikistan,2021,857.7550507329216,68.71816862048442,73.800800792906
21,Tajikistan,2022,876.7042767273383,67.49307297818767,73.80160158577141
22,Tajikistan,2023,895.6535027217551,66.26797733589092,73.80240237863683
23,Tajikistan,2024,914.6027287161718,65.04288169359415,73.80320317150223
24,Tajikistan,2025,933.5519547105886,63.8177860512974,73.80400396436765
20,Argentina,2021,6657.130391582523,10.456694131522472,99.09941729894172
21,Argentina,2022,4820.137225396088,10.456724100001047,99.09866699097383
22,Argentina,2023,2983.1440592096533,10.456754068479622,99.09791668300593
23,Argentina,2024,1146.1508930232176,10.456784036958199,99.09716637503804
24,Argentina,2025,-690.8422731632181,10.456814005436774,99.09641606707015
20,Türkiye,2021,8008.700991763169,46.63095774402783,100.00116876770466
21,Türkiye,2022,7468.924571811551,47.256426944118616,100.0023245389193
22,Türkiye,2023,6929.148151859931,47.88189614420939,100.00348031013395
23,Türkiye,2024,6389.3717319083125,48.50736534430017,100.00463608134861
24,Türkiye,2025,5849.595311956694,49.13283454439095,100.00579185256325
9,South Sudan,2021,1588.8376840560459,4.2260757868,58.7
10,South Sudan,2022,1755.6297479268135,4.2260757868,58.7
11,South Sudan,2023,1922.421811797581,4.2260757868,58.7
12,South Sudan,2024,2089.213875668349,4.2260757868,58.7
13,South Sudan,2025,2256.0059395391163,4.2260757868,58.7
9,Sudan,2021,1760.217938316874,118.6563876652,55.5
10,Sudan,2022,1763.8481794064203,118.6563876652,55.5
11,Sudan,2023,1767.4784204959667,118.6563876652,55.5
12,Sudan,2024,1771.1086615855131,118.6563876652,55.5
13,Sudan,2025,1774.7389026750595,118.6563876652,55.5
